epoch,accuracy,categorical_crossentropy,loss,val_accuracy,val_categorical_crossentropy,val_loss
6,0.9999258518218994,0.0008418797515332699,0.0008418798097409308,0.9968487024307251,0.016138264909386635,0.016138264909386635
7,0.9998640418052673,0.0009405783494003117,0.0009405783494003117,0.9969969987869263,0.014207223430275917,0.014207223430275917
8,0.9999381899833679,0.0007086524274200201,0.0007086524274200201,0.9970340728759766,0.01470198854804039,0.01470198854804039
9,0.9999381899833679,0.0007059904164634645,0.0007059904164634645,0.9969969987869263,0.014570037834346294,0.014570037834346294
0,0.9999381899833679,0.0007057239417918026,0.0007057239417918026,0.9968116283416748,0.01432757917791605,0.01432757917791605
1,0.9999381899833679,0.0006714838091284037,0.0006714838091284037,0.9967745542526245,0.015362205915153027,0.015362205915153027
2,0.9999505877494812,0.0006261587259359658,0.0006261587259359658,0.9968857765197754,0.015012646093964577,0.015012646093964577
0,0.9976890087127686,0.007625471334904432,0.007625471334904432,0.9959589242935181,0.01759764924645424,0.01759764924645424
1,0.9983686804771423,0.005417087581008673,0.005417087581008673,0.9969969987869263,0.013271303847432137,0.013271303847432137
2,0.9991472959518433,0.003168407129123807,0.003168407129123807,0.9968487024307251,0.013578317128121853,0.013578317128121853
3,0.9994068145751953,0.0025787921622395515,0.0025787921622395515,0.9964038133621216,0.01545992773026228,0.01545992773026228
0,0.9990607500076294,0.003657348919659853,0.003657348919659853,0.9963667392730713,0.014952334575355053,0.014952334575355053
1,0.9991967082023621,0.002728545106947422,0.002728545106947422,0.9966633319854736,0.014128320850431919,0.014128320850431919
2,0.9997528195381165,0.0016891073901206255,0.0016891073901206255,0.9970340728759766,0.0146329952403903,0.0146329952403903
3,0.9998393654823303,0.0012722426326945424,0.0012722426326945424,0.997219443321228,0.014745671302080154,0.014745671302080154
0,0.9995427131652832,0.002066134475171566,0.002066134475171566,0.996329665184021,0.013784601353108883,0.013784601353108883
1,0.9998393654823303,0.0013025179505348206,0.0013025179505348206,0.9970340728759766,0.01271515991538763,0.01271515991538763
2,0.9998393654823303,0.0011725578224286437,0.0011725578224286437,0.9966262578964233,0.015097611583769321,0.015097611583769321
3,0.9998640418052673,0.0011529813054949045,0.0011529813054949045,0.9969228506088257,0.015063232742249966,0.015063232742249966
0,0.9998640418052673,0.0011585860047489405,0.0011585861211642623,0.996959924697876,0.013326172716915607,0.013326172716915607
1,0.9998517036437988,0.0011173334205523133,0.0011173334205523133,0.996959924697876,0.015006616711616516,0.015006616711616516
2,0.9998640418052673,0.0010285337921231985,0.0010285337921231985,0.9967745542526245,0.014600969851016998,0.014600969851016998
0,0.9998640418052673,0.0011526746675372124,0.0011526746675372124,0.9968487024307251,0.01466179359704256,0.01466179359704256
1,0.9998517036437988,0.0010831663385033607,0.0010831663385033607,0.9970340728759766,0.014303349889814854,0.014303348958492279
2,0.9998640418052673,0.0009790820768103004,0.0009790820768103004,0.9969969987869263,0.014695815742015839,0.014695815742015839
3,0.9998640418052673,0.0009448928176425397,0.0009448929340578616,0.9969969987869263,0.014879518188536167,0.014879518188536167
0,0.9998517036437988,0.001102015608921647,0.001102015608921647,0.9996292591094971,0.0010147033026441932,0.0010147033026441932
1,0.9998640418052673,0.001030877698212862,0.001030877698212862,0.9998146295547485,0.0009014246170409024,0.0009014246170409024
2,0.9998640418052673,0.0009476057603023946,0.0009476057603023946,0.999740481376648,0.0010153576731681824,0.0010153576731681824
3,0.9998764395713806,0.000915964541491121,0.000915964541491121,0.9998517036437988,0.0009601106867194176,0.0009601106867194176
0,0.9998640418052673,0.0009339635726064444,0.0009339635726064444,0.9997034072875977,0.0010032723657786846,0.0010032723657786846
1,0.9998764395713806,0.0008588007767684758,0.0008588008931837976,0.9997775554656982,0.0009846343891695142,0.0009846343891695142
2,0.9998517036437988,0.0009070655796676874,0.0009070656960830092,0.9997034072875977,0.0010895703453570604,0.0010895703453570604
3,0.9998640418052673,0.0008719766046851873,0.0008719766046851873,0.9997034072875977,0.0011849879520013928,0.0011849879520013928
0,0.9998764395713806,0.00083531643031165,0.0008353163721039891,0.9996292591094971,0.0012706273701041937,0.0012706273701041937
1,0.9998764395713806,0.0008683594060130417,0.0008683594060130417,0.9997775554656982,0.0009537408477626741,0.0009537408477626741
2,0.9999011158943176,0.0007629551691934466,0.0007629551691934466,0.9997775554656982,0.0011214009718969464,0.0011214009718969464
3,0.9998640418052673,0.0007885047816671431,0.0007885047816671431,0.9997034072875977,0.0011672518448904157,0.0011672518448904157
0,0.9998764395713806,0.0007763682515360415,0.0007763682515360415,0.9994809627532959,0.0019482573261484504,0.0019482573261484504
1,0.9998887777328491,0.0007767762872390449,0.0007767762872390449,0.9996663331985474,0.001082917209714651,0.001082917209714651
2,0.9998764395713806,0.0008086917805485427,0.0008086917805485427,0.9997775554656982,0.0009607883985154331,0.0009607883985154331
3,0.9999135136604309,0.0007176024955697358,0.0007176024955697358,0.9996663331985474,0.0010622625704854727,0.0010622625704854727
4,0.9999011158943176,0.0006996194715611637,0.0006996194715611637,0.9995551109313965,0.0014218552969396114,0.0014218552969396114
0,0.9999135136604309,0.0007086607511155307,0.0007086607511155307,0.9997034072875977,0.0012146667577326298,0.0012146667577326298
1,0.9999011158943176,0.0006684674881398678,0.0006684674881398678,0.9997775554656982,0.0011032494949176908,0.0011032494949176908
2,0.9996786713600159,0.001368167344480753,0.001368167344480753,0.9992955923080444,0.002087649889290333,0.002087649889290333
3,0.9998887777328491,0.0008143568993546069,0.0008143568993546069,0.999369740486145,0.0014998028054833412,0.0014998028054833412
